,caption
238,"This is what “Drains To Ocean” Means 🌊🚯
•
465 lbs of land based litter pulled out of our bay today! Our storm drain systems do not have a filter, everything on the streets ends up in our waterways! Please stop littering, find a trash can or take your trash with you. #SaveBiscayneBay 🙏
•
We have reported this site many times and as concerned residents we take the time to clean it up, but our efforts can only go so far unless we tackle the issue from its source. We need drainage nets for all these outfalls, not in 10 years, not in 5 years, we need them now. @irelabague @mayordlc @francissuarez @mayordangelber @kenrussellforflorida @stopworldpollution @miamidadecounty 
.
.
.
.
.
.
.
#cleanthisbeachup #cleanthisbeachupmiami #biscaynebay #oceancleanup #trashgang #cleanupcrew #singleuseplastic #stoplittering #savethefishies #partyfoul #miamiproblems #miamithingstodo #keepmiamiclean #seagrass #dogoodfeelgood #volunteering #lovewhereyoulive #oceanlovers #worldoceansday #earthdayeveryday #beachaction"
239,"Happy World Oceans Day 🌊 

To celebrate, I unboxed my stockpile of @4ocean bracelets ♻️ 

I’m part of the “Clean Ocean Club” from 4Ocean which means each month I get their new limited edition bracelets that funds 1lb of trash being removed from our oceans and coastlines ♥️ 

I encourage you to join as well, they make great gifts!

PS: if anyone has any hookups @4ocean I’d love to record a podcast with them 🙏🏻 

Together, when we keep our oceans clean, we will #MakeThrivingStandard

#cleanoceanclub #worldoceansday #4ocean #plasticpollution #oceanpollution #oceancleanup #beachcleanup #ecopreneur #ecowarrior #fuckplastic #sustainablefashion"
240,"This #WorldOceansDay let’s learn how the California Lost Fishing Gear Recovery Project is cleaning up our oceans and saving marine wildlife!

“Lost, abandoned or otherwise discarded fishing gear impacts the global ocean, harming marine wildlife, degrading habitat, and endangering vessels and ocean-users,” says Dr. Kirsten Gilardi, director of the WHC and its Lost Fishing Gear Recovery Project.

From 2020-2021, nearly 91,000 lbs of lost fishing gear was removed off the Southern California coast via the Project. Plus, approximately 1,400 marine animals were released after being found trapped in this recovered gear.

#onehealth #oceanhealth #oceans #savetheplanet #fishinggear #environmentalscience #environmentallyfriendly #beachcleanup #oceancleanup #plasticpollution #cleanup #lostfishinggear #ghostfishinggear #ghostfishingnets #gillnets"
241,"Happy World Ocean Day!!! 🥳🌊⁠
Gemeinsam mit CleanHub haben wir uns bei NOOR das Ziel gesetzt, die Meere und Ozeane frei von Müll zu halten. Seit November 2021 haben wir durch Rückgewinnung insgesamt 1126kg an Kunststoff, gleichwertig zu 112625 0,5L Flaschen aus den Meeren und Ozeanen geholt.⁣⁠
.⁣⁠
.⁣⁠
.⁣⁠
.⁣⁠
#plasticfree #plasticpollution #saveourseas #oceanlife #saveourplanet #ocean #beach #sustainability #savetheplanet #nature #worldoceanday #worldoceansday #plasticfreeoceans #sustainableliving #zerowasteliving #reducereuserecycle #sea #climatechange #oceanconservation #environment #savethesea #love #ecofriendly #oceans #savetheocean #oceancleanup #saveouroceans #conservation #sustainable ⁠"
242,"Beach Clean Up - Clean Up No. 40
Location/Lokasi: Pantai Tembeling
Date/Tarikh: 4.6.2022 

Trash collected/Sampah yang dikutip: 
Mostly picnic waste discarded indiscriminately all over the beach. Also some rope/ghost gear & clothes washed up.
Kebanyakkan sampah dari piknik yg dibuang begitu sahaja. Juga tali/'ghost gear' & baju yang tertinggal di pantai. 

Weight of trash/Berat sampah:
23 kg (2 bags mixed waste & 1 lot of ghost gear)

Number of heroes/Bilangan wira: 2 

We had Nita, a regular volunteer with Trash Hero Cherating join us today. We started early and it was overcast throughout. Cleared up a lot of picnic trash. Hoping people who picnic at the beach, take their trash back with them. There are monkeys in the area, the bins can be ransacked, so it is better if you can take your trash home. 

Nita, sukarelawan tegar dari Trash Hero Cherating telah turut serta hari ini. Kami bermula pembersihan pantai awal hari ini. Cuaca pun mendung saja. Banyak sampah dari piknik dikutip. Harap² orang ramai yang datang berpiknik, bawa pulanglah sampah anda. Ada monyet di sekitar Tembeling ni, tong sampah boleh diselongkar, jadi lebih baik jika boleh bawa pulang sampah anda. 

We clean. We educate. We change. 

Sampah anda, tanggungjawab anda. 

#worldenvironmentday #stoplittering #environment #awareness #wastedisposal #responsibledisposal  #nosingleuseplastic #sustainability #ecowarriors #ecovolunteers #eastcoast #beachcleanup #oceancleanup #kutipsampah #sukarelawan #pantaitimur #kuantan #pantaitembeling #pantaiteluksisek  #pantaipelindung #pantaibeserah #pantaisepat #pantaibalok #telukcempedak  #trashherokuantan #trashheromalaysia #trashheroworld"
243,"Beach Clean Up - Clean Up No. 40
Location/Lokasi: Pantai Tembeling
Date/Tarikh: 4.6.2022 

Trash collected/Sampah yang dikutip: 
Mostly picnic waste discarded indiscriminately all over the beach. Also some rope/ghost gear & clothes washed up.
Kebanyakkan sampah dari piknik yg dibuang begitu sahaja. Juga tali/'ghost gear' & baju yang tertinggal di pantai. 

Weight of trash/Berat sampah:
23 kg (2 bags mixed waste & 1 lot of ghost gear)

Number of heroes/Bilangan wira: 2 

We had Nita, a regular volunteer with Trash Hero Cherating join us today. We started early and it was overcast throughout. Cleared up a lot of picnic trash. Hoping people who picnic at the beach, take their trash back with them. There are monkeys in the area, the bins can be ransacked, so it is better if you can take your trash home. 

Nita, sukarelawan tegar dari Trash Hero Cherating telah turut serta hari ini. Kami bermula pembersihan pantai awal hari ini. Cuaca pun mendung saja. Banyak sampah dari piknik dikutip. Harap² orang ramai yang datang berpiknik, bawa pulanglah sampah anda. Ada monyet di sekitar Tembeling ni, tong sampah boleh diselongkar, jadi lebih baik jika boleh bawa pulang sampah anda. 

We clean. We educate. We change. 

Sampah anda, tanggungjawab anda. 

#worldenvironmentday #stoplittering #environment #awareness #wastedisposal #responsibledisposal  #nosingleuseplastic #sustainability #ecowarriors #ecovolunteers #eastcoast #beachcleanup #oceancleanup #kutipsampah #sukarelawan #pantaitimur #kuantan #pantaitembeling #pantaiteluksisek  #pantaipelindung #pantaibeserah #pantaisepat #pantaibalok #telukcempedak  #trashherokuantan #trashheromalaysia #trashheroworld"
244,"We collected 5kg of dog plop around the Fareham Creek Trail. Pooweee - smelly, nasty, yuck. When out in nature - let's stop the poo baubles! Take rubbish home if you can't find a bin. 

#plophunt #beachclean #beachcleanup #litterpick #litterpickup #oceancleanup  #environment #livelovelocalfareham #portchester #stopdroppinglitter #litter #ididmybit #protectnature #conserve #plasticfree #cleanupcleanup #lovehome #inthistogether #peoplepower #savetheplanet #beachcleanup #beachcleaningday #lovelife #ukshoreline #ukbeaches #recyclingideas #recycled #refillrevolution #dogmess @84bytheshore @lilyannarose2007 @hangar47 @hf_healthandhappiness @recycledofficesolutions"
245,"Cleaned some shore in Varadero Cuba today. 30 pounds - off the beach, away from critters - gone to landfill

About an hour for this and then the whole rest of the day was vacay ☀️ 🏄‍♀️ 🏄‍♂️ 

Participate on your shore and post to #shorescrub or @shorescrub and i’ll make ya famous 😬 

#shorescrub 
#beachcleanup 
#varadero 
#lovecuba 
#cubatravel 
#shorecleanup 
#volunteer 
#teamworkmakesthedreamwork 
@myvaradero 
#myvaradero 
#oceancleanup"
246,"Each Light Soy lamp removes at least 2.5kg of plastic from the environment. That's equal to 2500 soy fish packets. ⁠
⁠
The biggest impact we can make is not using single-use plastic in the first place... ⁠
⁠
Stop plastic pollution at the 'sauce'⁠
⁠
🙅‍♀️ refuse 🔄 reuse 🌟then ♻️recycle!"
247,"We had a blast at the @officialskitosea this weekend. Thanks to everyone who stopped by to support us. 

Your support helped us fund 266 pounds of ocean trash cleaning. 

Special thanks to @yardgamenation for helping us with the game at the booth. 

#bellingham #skitosea #oceancleanup #bellinghambay #pnw #fairhaven"
248,"Almost 3,000 lbs of trash were collected during Earth Month by PBC’s Earth Heroes! That is 2,959 lbs of trash removed from our local habitats, reducing the potential harm to wildlife and pollution to our air, land, and water.
 
If you didn’t participate YOU can make a difference in your community any day, any month by joining our Street to Beach program because every month is EARTH MONTH! Go solo or with a pal and do your own cleanup, and remember to log it in the Clean Swell app. Don’t forget to add ‘PBC’ as your group name. 

Click the ‘Street to Beach’ tab within the link in our bio to learn more and sign up! 
.
.
.
.
#trashpicking #keeptheseaplasticfree #bayareabeaches #cleantown #helpourbeach #cleanupcommunity #sanmateocounty #cleanearth #marinelitter #beachcleaning #keepourbeachesclean #beachtrash #littercleanup #oceanpollution #oceancleanup #oceanplastic #plasticpollutes #plasticocean #breakfreefromplastic #loveearth #marineconservation #pacifica #beachcleanup #oceanconservation #gogreen #plasticpollution #savetheocean #saynotoplastic #saveouroceans #montara"
249,"@marinewasteonterceiraisland 
Direção Regional de Políticas Marítimas
Baía das Mós 💚🌍💙 | “Campanha Regional de Limpezas Costeiras e Subaquáticas” em comemoração do Dia Europeu do Mar 🌊  20 do maio e do dia da Rede Natura 2000, no âmbito do projeto oceanlit.
Esta área confina com uma Área Marinha Protegida de Gestão de Recursos, constitui uma Zona de Proteção Especial (ZPE) no âmbito da Rede Natura 2000 e integra uma Área Importante para as Aves e Biodiversidade (IBA) da organização BirdLife International.
Um Enorme Obrigado a todos, por continuar connosco nesta luta e sejam bem-vindos, os novos ambientalistas 😊
Ao todo recolhemos 101kg de lixo marinho:
👉🏼11 pessoas
👉🏼2h30
E ainda decorreu um salvamento de um coelho juvenil, encontrado por uma voluntária junto ao mar. Imediatamente foi recolhido e libertado na vegetação 💚🐰
Um agradecimento especial à Junta de Freguesia de São Sebastião pelo apoio e recolha dos resíduos e à Guarda Nacional Republicana através do Núcleo de Proteção Ambiental (NPA).
Sem vocês não seria possível!👏🏽
Até à próxima Limpeza 😎
Identifiquem-se nas fotos 😉

#oceancleanup 
#marinelitter 
#ocean 
#ilhaterceira
#azores 
#plasticfreeoceans"
250,"Total amount of waste collected by a team of 11 people in #Lebanon: 
‼️110kg 
‼️Plastics: 80kg 
‼️Paper and cardboard: 20 kg 
‼️Glass: 1kg 
‼️Other wastes (metal, clothes): 9 kg
If they can do it, so can you! Join beachtoken.io today and #dogood 

 #DeFi #Crypto #NFTs #CleanOceans #ClimateAction #BlueCarbon #Metaverse #BeachCleanUp #OceanCleanUp #BeachToken #BeachCollective #Crypto #ProtectMotherNature #CleanTheBeach #ConservationInitiative"
251,"Metal detecting finds of today a nice white and yellow 18k gold wedding ring with a pulsedive scuba, the simplex is dead... is still  in so ... 
#metaldetecting #metaldetectingunderwater #treasure #treasurehuntingunderwater #treasurehunting #oceancleanup #colombia #18kgold #gold #weddingrings #weddingring #goldring #noktamakrosimplex #instapic #instagram #instagood #instacool #beachlife #beachlifestyle #allmetalmode #oro #oro18k #whitegold"
252,"Merm8! That's the name of the collection. It's a team of earrings, ring and necklace. The little uneven, rough ball on one side is based on the plastic microbeads floating in the oceans.. 
Be thoughtful when or if using plastics... #oceancleanup

Beautiful:
- model friend @marciamanduapessy 
- picture 📸 @c_h_j_a 

#jewelry #jewellerydesign #jewellery #gold #18ctgold #18carat #18kgold #sdgs #sustainabledevelopmentgoals #exclusivejewelry #exclusive #design #jewelrydesign #exclusivejewellery #craftmanship #ambacht  #18karaat #handmade #handmadejewelry #handmadejewellery #oceancleanup #noplastic
#plasticmicrobeads
#plasticinoceans #mermaid"
253,"❕❗ THIS IS SO SAD 😢 🐋 💀

Recently, sperm whales have been washing up on the shores around the world. Within the last month, Israell, USA and the Philippines have had these magnificent creatures wash up on beach's. 

Each and every one has been found with different types of plastic in their stomachs, meaning that the whales can not eat. In turn starving themselves and eventually dying and washing up on beach's. 

Maddie Kaufman, program and outreach director of Debris Free Oceans said “Unfortunately, when animals consume our trash, they can’t break it down in their stomachs and they fill up and actually think they’re full, so they can end up starving.”

WHY are they having to eat our trash! WHY do we have trash in the oceans! 🤬

The images above are from Isle of Harris in the UK. The whale was found with a 100kg 'litterball' inside its stomach. This was made up of fishing nets, rope, packing straps, bags, plastic cups and more! 

From the tiniest plankton to the largest sperm whales, plastics impact nearly 700 species in the oceans of the planet. Plastic has been found in more than 60 per cent of all seabirds and in 100 per cent of sea turtles species. 🐢

GO PLASTIC FREE! www.coacoara.co.uk

Change is Now 🌍🌎🌏

#coacoara #coacoarafoundation #watchthisspace #bournemouth #wearecoacoara #changeisnow #cleanoceans #oceancleanup #environment #saveourseas #climatechange #pollution #greenearth #charity #Beachcleanup #ecostore #ecostoreuk #oceans #saveouroceans #reducereuserecycle #bins #compostableproducts #savetheplanet #spermwhales #whales #washedupwales #plasticiskillingus"
